1,6,1,1,0.0032433309931561615,8.265912726637272e-05,0.9999911320406815
1,6,1,2,0.00457666136324116,0.00011661460293832124,0.9999999453354481
1,6,1,3,0.005909989889645816,0.0001505742898977921,0.9999999995391444
1,6,1,4,0.007243316132529695,0.00018453835996889382,0.9999999999950613
1,6,1,5,0.008576639651448559,0.00021850698616579907,0.9999999999999357
1,6,1,6,0.009909960006216162,0.00025248034117693205,0.999999999999999
1,6,1,7,0.011243276757112787,0.00028645859735624613,1.0
1,6,1,8,0.012576589464953066,0.0003204419267154079,1.0
1,6,1,9,0.013909897691112448,0.00035443050091683723,1.0
1,6,2,1,0.00648664796784861,8.425170703049408e-05,0.9999646822592276
1,6,2,2,0.009153290971392496,0.00011884576382853485,0.999999565861282
1,6,2,3,0.011819919269254998,0.00015345428587334046,0.9999999927069458
1,6,2,4,0.01448652936532415,0.00018807794313423763,0.9999999998443906
1,6,2,5,0.017153117763333094,0.00022271740239820654,0.9999999999959721
1,6,2,6,0.019819680973732472,0.0002573733272622931,0.9999999999998774
1,6,2,7,0.022486215515343407,0.0002920463781282763,0.9999999999999958
1,6,2,8,0.0251527179158861,0.0003267372122012044,0.9999999999999999
1,6,2,9,0.027819184712177605,0.00036144648348041377,1.0
1,6,3,1,0.009729936967634058,8.586100561990566e-05,0.999920805290882
1,6,3,2,0.0137298572489429,0.0001211099390061758,0.9999985438040229
1,6,3,3,0.017729728045793265,0.00015638952121186406,0.9999999634380331
1,6,3,4,0.02172953763473582,0.00019170120258031758,0.9999999988350183
1,6,3,5,0.025729274307403256,0.00022704642259834757,0.9999999999550069
1,6,3,6,0.029728926393605627,0.0002624266099369494,0.9999999999979587
1,6,3,7,0.033728482266827696,0.00029784318249482774,0.9999999999998938
1,6,3,8,0.037727930345935544,0.0003332975474449368,0.9999999999999937
1,6,3,9,0.041727259095767764,0.00036879110128338775,0.9999999999999996
1,6,4,1,0.012973184103482322,8.748695090940637e-05,0.9998596547606616
1,6,4,2,0.018306328815387747,0.0001234069209807605,0.9999965685650978
1,6,4,3,0.023639356578637288,0.00015937953615222618,0.9999998855346139
1,6,4,4,0.028972239783371587,0.00019540727257578308,0.9999999951584585
1,6,4,5,0.034304950892070814,0.00023149258114609376,0.9999999997519948
